property,city,tenant,unit_number,unit_type,monthly_rent,lease_end,days_to_expiry,expiry_bucket,tenant_status
Cedar Ridge Commons,Ellicott City,Kelsey Flores,097,1BR/1BA,1506.0,2025-04-13,-359,Expired,Active
Duvall Westside,Laurel,Stephanie Lucas,065,1BR/1BA,1535.0,2025-04-14,-358,Expired,Active
Duvall Westside,Laurel,Charles Hensley,116,2BR/1BA,2050.0,2025-04-14,-358,Expired,Active
Mills Crossing,Owings Mills,Margaret White,185,2BR/2BA,1928.0,2025-04-14,-358,Expired,Active
Riverfront Flats,Frederick,Mr. Ross Cox,063,1BR/1BA,1537.0,2025-04-14,-358,Expired,Active
Mills Crossing,Owings Mills,Deborah Ross,051,1BR/1BA,1669.0,2025-04-15,-357,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Sherri Greene,081,2BR/2BA,2345.0,2025-04-15,-357,Expired,Active
Fieldside Grande Ph1,Pikesville,Jody Scott,280,3BR/2BA,2691.0,2025-04-16,-356,Expired,Active
Mills Crossing,Owings Mills,Kevin Mack,201,2BR/2BA,2041.0,2025-04-17,-355,Expired,Active
Cedar Ridge Commons,Ellicott City,Miranda Sanchez,101,1BR/1BA,1698.0,2025-04-18,-354,Expired,Active
Townes at Heritage Hills,Glen Burnie,Aaron Aguirre,123,3BR/2BA,2601.0,2025-04-19,-353,Expired,Active
Mills Crossing,Owings Mills,Karen Perez,025,1BR/1BA,1570.0,2025-04-21,-351,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Aaron Watson,143,3BR/2BA,2344.0,2025-04-21,-351,Expired,Active
Townes at Heritage Hills,Glen Burnie,Anna Watkins,004,1BR/1BA,1523.0,2025-04-22,-350,Expired,Active
Fieldside Grande Ph1,Pikesville,Ronald Hines,024,Studio,1345.0,2025-04-24,-348,Expired,Active
Overlook at Bulle Rock,Havre de Grace,David Wright,127,2BR/2BA,2202.0,2025-04-25,-347,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Jessica Stanley,165,3BR/2BA,2613.0,2025-04-25,-347,Expired,Active
Mills Crossing,Owings Mills,Richard Strickland,082,2BR/1BA,2052.0,2025-04-26,-346,Expired,Active
Avenue Grand,Baltimore,Michelle Barrett,177,2BR/2BA,2074.0,2025-04-26,-346,Expired,Active
Fieldside Grande Ph1,Pikesville,Charles Davila,017,Studio,1309.0,2025-04-27,-345,Expired,Active
Avenue Grand,Baltimore,Kimberly Black,068,1BR/1BA,1840.0,2025-04-27,-345,Expired,Active
Cedar Ridge Commons,Ellicott City,Shannon Green,268,2BR/2BA,1881.0,2025-04-29,-343,Expired,Active
Cedar Ridge Commons,Ellicott City,Cynthia Velazquez,061,1BR/1BA,1586.0,2025-04-30,-342,Expired,Active
Mills Crossing,Owings Mills,Jennifer Harris DDS,004,Studio,1313.0,2025-05-01,-341,Expired,Active
Avenue Grand,Baltimore,Andre Lee,089,1BR/1BA,1619.0,2025-05-01,-341,Expired,Active
Cedar Ridge Commons,Ellicott City,Katherine Sexton,289,3BR/2BA,2432.0,2025-05-02,-340,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Cathy Reynolds,109,2BR/2BA,2266.0,2025-05-02,-340,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Kevin Evans MD,016,1BR/1BA,1485.0,2025-05-03,-339,Expired,Active
Cedar Ridge Commons,Ellicott City,Dale Warren,284,3BR/2BA,2525.0,2025-05-07,-335,Expired,Active
Duvall Westside,Laurel,George Shelton,037,1BR/1BA,1435.0,2025-05-10,-332,Expired,Active
Mills Crossing,Owings Mills,Charles Valdez,114,2BR/1BA,1829.0,2025-05-10,-332,Expired,Active
Mills Crossing,Owings Mills,Barry Evans,078,2BR/1BA,1798.0,2025-05-12,-330,Expired,Active
Avenue Grand,Baltimore,Daniel Singh,052,1BR/1BA,1836.0,2025-05-13,-329,Expired,Active
Avenue Grand,Baltimore,Kevin Jennings,076,1BR/1BA,1755.0,2025-05-13,-329,Expired,Active
Riverfront Flats,Frederick,Katherine Guzman,023,Studio,1282.0,2025-05-14,-328,Expired,Active
Fieldside Grande Ph1,Pikesville,Jeffrey Morgan,011,Studio,1521.0,2025-05-15,-327,Expired,Active
Duvall Westside,Laurel,Mark Lee,032,1BR/1BA,1509.0,2025-05-16,-326,Expired,Active
Mills Crossing,Owings Mills,Steven Sandoval,060,1BR/1BA,1484.0,2025-05-17,-325,Expired,Active
Fieldside Grande Ph1,Pikesville,Melissa Nelson,243,2BR/2BA,1781.0,2025-05-17,-325,Expired,Active
Cedar Ridge Commons,Ellicott City,Christopher Wilson,124,1BR/1BA,1573.0,2025-05-17,-325,Expired,Active
Fieldside Grande Ph1,Pikesville,Richard Griffith,266,3BR/2BA,2539.0,2025-05-18,-324,Expired,Active
Duvall Westside,Laurel,Ryan Garcia,094,1BR/1BA,1434.0,2025-05-20,-322,Expired,Active
Avenue Grand,Baltimore,Wendy Bryant,121,2BR/1BA,1618.0,2025-05-20,-322,Expired,Active
Fieldside Grande Ph1,Pikesville,David Palmer,118,2BR/1BA,1849.0,2025-05-21,-321,Expired,Active
Duvall Westside,Laurel,Angela Bradshaw,126,2BR/1BA,2124.0,2025-05-22,-320,Expired,Active
Riverfront Flats,Frederick,Jeremy Salas,260,3BR/2BA,2787.0,2025-05-22,-320,Expired,Active
Mills Crossing,Owings Mills,Aaron Manning,003,Studio,1596.0,2025-05-25,-317,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Angela Flores,051,2BR/1BA,2015.0,2025-05-25,-317,Expired,Active
Riverfront Flats,Frederick,Kevin Daugherty,064,1BR/1BA,1592.0,2025-05-25,-317,Expired,Active
Cedar Ridge Commons,Ellicott City,Nicholas Grant,083,1BR/1BA,1689.0,2025-05-27,-315,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Paul Chavez,067,2BR/2BA,2172.0,2025-05-27,-315,Expired,Active
Duvall Westside,Laurel,Brian Cox DVM,011,Studio,1264.0,2025-05-28,-314,Expired,Active
Cedar Ridge Commons,Ellicott City,Madeline Kelly,306,3BR/2BA,2609.0,2025-05-28,-314,Expired,Active
Riverfront Flats,Frederick,Bradley Montgomery,031,Studio,1461.0,2025-05-28,-314,Expired,Active
Fieldside Grande Ph1,Pikesville,Kathleen Robinson,132,2BR/1BA,1936.0,2025-05-29,-313,Expired,Active
Avenue Grand,Baltimore,Carolyn Walker,015,Studio,1396.0,2025-05-29,-313,Expired,Active
Cedar Ridge Commons,Ellicott City,Noah Phillips,201,2BR/2BA,2047.0,2025-05-30,-312,Expired,Active
Riverfront Flats,Frederick,Tiffany Randolph,003,Studio,1272.0,2025-05-30,-312,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Scott Rivera,159,3BR/2BA,2335.0,2025-06-01,-310,Expired,Active
Duvall Westside,Laurel,Benjamin Thompson,110,1BR/1BA,1763.0,2025-06-08,-303,Expired,Active
Mills Crossing,Owings Mills,Jonathan Chandler,157,2BR/2BA,2176.0,2025-06-11,-300,Expired,Active
Riverfront Flats,Frederick,Amber Rodriguez,240,3BR/2BA,2602.0,2025-06-11,-300,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Ms. Elizabeth Smith MD,044,1BR/1BA,1646.0,2025-06-12,-299,Expired,Active
Duvall Westside,Laurel,Heather Jenkins,015,Studio,1566.0,2025-06-13,-298,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Elizabeth Mejia,021,1BR/1BA,1658.0,2025-06-18,-293,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Barry Campbell,083,2BR/2BA,2160.0,2025-06-18,-293,Expired,Active
Duvall Westside,Laurel,Evan Rojas,208,2BR/2BA,2004.0,2025-06-21,-290,Expired,Active
Riverfront Flats,Frederick,Teresa Green,077,1BR/1BA,1609.0,2025-06-21,-290,Expired,Active
Avenue Grand,Baltimore,Sheri Hoover,187,2BR/2BA,2071.0,2025-07-02,-279,Expired,Active
Cedar Ridge Commons,Ellicott City,Anthony Luna,184,2BR/1BA,1752.0,2025-07-15,-266,Expired,Active
Townes at Heritage Hills,Glen Burnie,Thomas Johnson,047,2BR/2BA,2456.0,2025-07-16,-265,Expired,Active
Avenue Grand,Baltimore,Michael Neal,108,1BR/1BA,1733.0,2025-07-19,-262,Expired,Active
Cedar Ridge Commons,Ellicott City,Monica Brown,031,Studio,1491.0,2025-07-20,-261,Expired,Active
Cedar Ridge Commons,Ellicott City,Jerome Edwards,258,2BR/2BA,2014.0,2025-07-20,-261,Expired,Active
Cedar Ridge Commons,Ellicott City,David White,250,2BR/2BA,2223.0,2025-07-22,-259,Expired,Active
Riverfront Flats,Frederick,William Jackson,241,3BR/2BA,2774.0,2025-07-27,-254,Expired,Active
Townes at Heritage Hills,Glen Burnie,John Huff,197,3BR/2BA,2267.0,2025-07-30,-251,Expired,Active
Fieldside Grande Ph1,Pikesville,Derek Gentry DVM,120,2BR/1BA,1633.0,2025-07-30,-251,Expired,Active
Fieldside Grande Ph1,Pikesville,Jason Williams,199,2BR/2BA,2334.0,2025-08-02,-248,Expired,Active
Cedar Ridge Commons,Ellicott City,Cheryl Gomez MD,291,3BR/2BA,2600.0,2025-08-02,-248,Expired,Active
Avenue Grand,Baltimore,Steven Vazquez,084,1BR/1BA,1595.0,2025-08-05,-245,Expired,Active
Mills Crossing,Owings Mills,Charles Richardson,046,1BR/1BA,1463.0,2025-08-09,-241,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Adrian Snow,170,3BR/2BA,2389.0,2025-08-09,-241,Expired,Active
Riverfront Flats,Frederick,Shane Bell,256,3BR/2BA,2519.0,2025-08-17,-233,Expired,Active
Mills Crossing,Owings Mills,Barbara Gates,105,2BR/1BA,1964.0,2025-08-23,-227,Expired,Active
Fieldside Grande Ph1,Pikesville,Veronica Schmidt,014,Studio,1357.0,2025-08-26,-224,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Anne Kramer,007,Studio,1365.0,2025-08-27,-223,Expired,Active
Riverfront Flats,Frederick,Cory Mccann,223,2BR/2BA,1999.0,2025-08-27,-223,Expired,Active
Riverfront Flats,Frederick,John Moore,231,2BR/2BA,2125.0,2025-08-27,-223,Expired,Active
Cedar Ridge Commons,Ellicott City,Jacob Hoover,222,2BR/2BA,2063.0,2025-08-28,-222,Expired,Active
Mills Crossing,Owings Mills,Michael Brown,018,1BR/1BA,1743.0,2025-09-01,-218,Expired,Active
Cedar Ridge Commons,Ellicott City,Laura Hayden,190,2BR/2BA,2018.0,2025-09-02,-217,Expired,Active
Duvall Westside,Laurel,Cassandra Valenzuela,284,3BR/2BA,2956.0,2025-09-03,-216,Expired,Active
Avenue Grand,Baltimore,Felicia Hester,159,2BR/2BA,2129.0,2025-09-06,-213,Expired,Active
Fieldside Grande Ph1,Pikesville,Brianna Hodges,171,2BR/2BA,2232.0,2025-09-09,-210,Expired,Active
Avenue Grand,Baltimore,James Martin,171,2BR/2BA,2137.0,2025-09-09,-210,Expired,Active
Avenue Grand,Baltimore,Linda Martin,027,Studio,1463.0,2025-09-10,-209,Expired,Active
Duvall Westside,Laurel,Gary James,151,2BR/2BA,1904.0,2025-09-11,-208,Expired,Active
Mills Crossing,Owings Mills,Jennifer Gill,276,3BR/2BA,2308.0,2025-09-11,-208,Expired,Active
Avenue Grand,Baltimore,Robert Williams,182,2BR/2BA,2044.0,2025-09-12,-207,Expired,Active
Avenue Grand,Baltimore,Jerry Perez,214,3BR/2BA,2655.0,2025-09-13,-206,Expired,Active
Riverfront Flats,Frederick,Robert Serrano,114,1BR/1BA,1553.0,2025-09-14,-205,Expired,Active
Riverfront Flats,Frederick,Deanna Padilla,233,2BR/2BA,2242.0,2025-09-16,-203,Expired,Active
Riverfront Flats,Frederick,Richard Franco,143,2BR/1BA,2139.0,2025-09-18,-201,Expired,Active
Fieldside Grande Ph1,Pikesville,Travis Peterson,035,1BR/1BA,1629.0,2025-09-20,-199,Expired,Active
Duvall Westside,Laurel,Emily Ali,158,2BR/2BA,2314.0,2025-09-22,-197,Expired,Active
Riverfront Flats,Frederick,Terry Howard,206,2BR/2BA,2011.0,2025-09-25,-194,Expired,Active
Cedar Ridge Commons,Ellicott City,Matthew Sellers,056,1BR/1BA,1747.0,2025-09-26,-193,Expired,Active
Cedar Ridge Commons,Ellicott City,Kerry Gallegos,167,2BR/1BA,1837.0,2025-09-28,-191,Expired,Active
Riverfront Flats,Frederick,Corey Clark,139,2BR/1BA,1798.0,2025-10-01,-188,Expired,Active
Mills Crossing,Owings Mills,Justin Bridges,094,2BR/1BA,1791.0,2025-10-06,-183,Expired,Active
Cedar Ridge Commons,Ellicott City,Dawn Yates,165,2BR/1BA,1738.0,2025-10-11,-178,Expired,Active
Avenue Grand,Baltimore,Kevin Warren,071,1BR/1BA,1594.0,2025-10-15,-174,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Yvonne Adkins,026,1BR/1BA,1528.0,2025-10-20,-169,Expired,Active
Duvall Westside,Laurel,Amanda Juarez,279,3BR/2BA,2434.0,2025-10-22,-167,Expired,Active
Townes at Heritage Hills,Glen Burnie,Stephanie Bolton,142,3BR/2BA,2744.0,2025-10-22,-167,Expired,Active
Avenue Grand,Baltimore,Tyler Vasquez,148,2BR/2BA,2402.0,2025-10-24,-165,Expired,Active
Cedar Ridge Commons,Ellicott City,Barbara Kennedy,136,2BR/1BA,1662.0,2025-10-25,-164,Expired,Active
Cedar Ridge Commons,Ellicott City,Megan Beasley,273,2BR/2BA,1984.0,2025-10-25,-164,Expired,Active
Cedar Ridge Commons,Ellicott City,Justin Preston,029,Studio,1542.0,2025-10-27,-162,Expired,Active
Duvall Westside,Laurel,Daniel Murphy,038,1BR/1BA,1788.0,2025-10-30,-159,Expired,Active
Cedar Ridge Commons,Ellicott City,Luis Williams,236,2BR/2BA,2128.0,2025-11-04,-154,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Caitlyn Salazar,052,2BR/1BA,1644.0,2025-11-04,-154,Expired,Active
Mills Crossing,Owings Mills,Mark Tyler,205,2BR/2BA,2064.0,2025-11-06,-152,Expired,Active
Mills Crossing,Owings Mills,Yesenia Kirk,044,1BR/1BA,1441.0,2025-11-07,-151,Expired,Active
Townes at Heritage Hills,Glen Burnie,Corey Frazier,075,2BR/2BA,2395.0,2025-11-08,-150,Expired,Active
Riverfront Flats,Frederick,Matthew Williams,038,Studio,1569.0,2025-11-12,-146,Expired,Active
Duvall Westside,Laurel,Seth Fisher,237,2BR/2BA,1995.0,2025-11-13,-145,Expired,Active
Avenue Grand,Baltimore,Ricky Hill,200,2BR/2BA,1877.0,2025-11-15,-143,Expired,Active
Mills Crossing,Owings Mills,Mark Harris,233,3BR/2BA,2933.0,2025-11-16,-142,Expired,Active
Duvall Westside,Laurel,Jennifer Wilson,086,1BR/1BA,1418.0,2025-11-17,-141,Expired,Active
Mills Crossing,Owings Mills,Kyle Williams,279,3BR/2BA,2440.0,2025-11-19,-139,Expired,Active
Duvall Westside,Laurel,Antonio Mccormick,189,2BR/2BA,1925.0,2025-11-21,-137,Expired,Active
Avenue Grand,Baltimore,Brittany Hernandez,193,2BR/2BA,1986.0,2025-11-21,-137,Expired,Active
Duvall Westside,Laurel,Donald Hunter,256,2BR/2BA,1927.0,2025-11-23,-135,Expired,Active
Cedar Ridge Commons,Ellicott City,Brandon Harvey,107,1BR/1BA,1810.0,2025-11-27,-131,Expired,Active
Fieldside Grande Ph1,Pikesville,Ronald Park,086,1BR/1BA,1542.0,2025-11-28,-130,Expired,Active
Cedar Ridge Commons,Ellicott City,Walter Howard,044,1BR/1BA,1783.0,2025-11-28,-130,Expired,Active
Riverfront Flats,Frederick,Brianna Warren,050,1BR/1BA,1808.0,2025-12-10,-118,Expired,Active
Cedar Ridge Commons,Ellicott City,Joshua Smith,179,2BR/1BA,2033.0,2025-12-16,-112,Expired,Active
Fieldside Grande Ph1,Pikesville,Stephanie Mullen,135,2BR/1BA,1954.0,2025-12-24,-104,Expired,Active
Fieldside Grande Ph1,Pikesville,Robert Burke,260,3BR/2BA,3015.0,2025-12-26,-102,Expired,Active
Avenue Grand,Baltimore,Amber Chapman,073,1BR/1BA,1789.0,2025-12-26,-102,Expired,Active
Mills Crossing,Owings Mills,Bonnie Roberson,024,1BR/1BA,1573.0,2025-12-28,-100,Expired,Active
Fieldside Grande Ph1,Pikesville,Juan Carroll,085,1BR/1BA,1740.0,2026-01-03,-94,Expired,Active
Duvall Westside,Laurel,Donald Juarez,239,2BR/2BA,2138.0,2026-01-10,-87,Expired,Active
Mills Crossing,Owings Mills,Scott Lopez,016,1BR/1BA,1881.0,2026-01-14,-83,Expired,Active
Cedar Ridge Commons,Ellicott City,Sarah Walker,020,Studio,1217.0,2026-02-06,-60,Expired,Active
Duvall Westside,Laurel,Jenny Smith,262,3BR/2BA,2843.0,2026-02-18,-48,Expired,Active
Avenue Grand,Baltimore,Pamela George,116,2BR/1BA,1953.0,2026-02-19,-47,Expired,Active
Riverfront Flats,Frederick,Gregory Deleon,058,1BR/1BA,1511.0,2026-02-21,-45,Expired,Active
Avenue Grand,Baltimore,Brian Smith,215,3BR/2BA,2305.0,2026-02-22,-44,Expired,Active
Fieldside Grande Ph1,Pikesville,Christopher Turner,115,2BR/1BA,1727.0,2026-02-28,-38,Expired,Active
Riverfront Flats,Frederick,George Johnson,227,2BR/2BA,2274.0,2026-03-03,-35,Expired,Active
Mills Crossing,Owings Mills,Michelle Brock,017,1BR/1BA,1531.0,2026-03-13,-25,Expired,Active
Avenue Grand,Baltimore,Rachel Ward,128,2BR/1BA,1628.0,2026-03-13,-25,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Francisco Rivas,174,3BR/2BA,2369.0,2026-03-18,-20,Expired,Active
Fieldside Grande Ph1,Pikesville,Autumn Gallagher,078,1BR/1BA,1486.0,2026-03-19,-19,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Emily Potter,070,2BR/2BA,2226.0,2026-03-21,-17,Expired,Active
Riverfront Flats,Frederick,David Fields,047,1BR/1BA,1543.0,2026-03-22,-16,Expired,Active
Avenue Grand,Baltimore,John Richards,216,3BR/2BA,2540.0,2026-03-30,-8,Expired,Active
Duvall Westside,Laurel,Debra Sanders,155,2BR/2BA,2016.0,2026-03-31,-7,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Mr. Joshua Davis,005,Studio,1405.0,2026-04-12,4,0-30 Days,Active
Mills Crossing,Owings Mills,Robert Hansen,250,3BR/2BA,2641.0,2026-04-17,9,0-30 Days,Active
Riverfront Flats,Frederick,Gina Chang,088,1BR/1BA,1410.0,2026-04-22,14,0-30 Days,Active
Mills Crossing,Owings Mills,Kristin Reese,042,1BR/1BA,1723.0,2026-05-07,29,0-30 Days,Active
Cedar Ridge Commons,Ellicott City,Timothy Maxwell,085,1BR/1BA,1368.0,2026-05-13,35,31-60 Days,Active
Townes at Heritage Hills,Glen Burnie,James Jones,135,3BR/2BA,2930.0,2026-05-18,40,31-60 Days,Active
Mills Crossing,Owings Mills,Benjamin Mccarty,269,3BR/2BA,2522.0,2026-05-19,41,31-60 Days,Active
Avenue Grand,Baltimore,Patricia Smith,149,2BR/2BA,2139.0,2026-05-31,53,31-60 Days,Active
