tenant_id,unit_id,full_name,email,phone,lease_start,lease_end,monthly_rent,deposit,status,lease_duration_days,days_to_expiry,lease_expired,expiry_bucket,lease_term_type,market_rent,unit_type,sqft,loss_to_lease,loss_to_lease_pct,concession_flag,total_charges,paid_on_time,partial_count,delinquent_count,total_due,total_paid,collection_rate,payment_reliability,delinquency_risk_score,risk_tier
T00343,U00439,Brenda Perez,jasonzavala@example.com,001-211-907-6031x089,2022-05-13,2023-05-13,2405.0,2405.0,Active,365,-1059,1,Expired,Standard (6-12mo),2465.0,2BR/2BA,1039,60.0,2.43,0,,,,,,,,,,
T00344,U00440,David Jones,websterkimberly@example.net,793.725.0124,2021-05-04,2022-05-04,2065.0,2065.0,Active,365,-1433,1,Expired,Standard (6-12mo),2251.0,2BR/2BA,1051,186.0,8.26,1,,,,,,,,,,
T00345,U00441,Jonathan Chandler,williamjones@example.net,001-408-933-4280x13875,2023-06-12,2025-06-11,2176.0,2176.0,Active,730,-299,1,Expired,Long-Term (>12mo),2187.0,2BR/2BA,970,11.0,0.5,0,15.0,13.0,0.0,2.0,32640.0,28288.0,86.67,86.67,68.0,Critical
T00346,U00442,Ashley Davenport,gcoleman@example.org,(715)917-1827x54801,2023-01-03,2024-01-03,2299.0,2299.0,Active,365,-824,1,Expired,Standard (6-12mo),2420.0,2BR/2BA,975,121.0,5.0,0,2.0,2.0,0.0,0.0,4598.0,4598.0,100.0,100.0,0.0,Low Risk
T00347,U00443,Drew Burke,gloria73@example.net,(346)331-7520x71678,2024-01-14,2025-01-13,1857.0,1857.0,Notice to Vacate,365,-448,1,Expired,Standard (6-12mo),2069.0,2BR/2BA,987,212.0,10.25,1,13.0,12.0,1.0,0.0,24141.0,23997.0,99.4,92.31,14.6,Medium Risk
T00348,U00444,James Garza,figueroapatricia@example.org,853-953-9613,2022-09-25,2024-09-24,2225.0,2225.0,Notice to Vacate,730,-559,1,Expired,Long-Term (>12mo),2416.0,2BR/2BA,1128,191.0,7.91,1,10.0,8.0,0.0,2.0,22250.0,17800.0,80.0,80.0,72.0,Critical
T00349,U00445,Micheal Perkins,katelyn65@example.com,+1-496-278-4271x14773,2023-01-26,2024-01-26,2174.0,2174.0,Active,365,-801,1,Expired,Standard (6-12mo),2308.0,2BR/2BA,1064,134.0,5.81,1,2.0,1.0,0.0,1.0,4348.0,2174.0,50.0,50.0,60.0,High Risk
T00350,U00447,Anthony Jones,stantonpatrick@example.net,624-799-1187x73477,2021-10-24,2022-10-24,2093.0,2093.0,Active,365,-1260,1,Expired,Standard (6-12mo),2304.0,2BR/2BA,1136,211.0,9.16,1,,,,,,,,,,
T00351,U00448,Kimberly Smith,ewingnicole@example.org,(875)467-7002x8427,2024-02-20,2025-02-19,1995.0,1995.0,Active,365,-411,1,Expired,Standard (6-12mo),2144.0,2BR/2BA,1148,149.0,6.95,1,13.0,11.0,0.0,2.0,25935.0,21945.0,84.62,84.62,69.2,Critical
T00352,U00452,James Gallagher,rkeller@example.net,001-977-882-8064,2022-02-05,2023-02-05,2257.0,2257.0,Active,365,-1156,1,Expired,Standard (6-12mo),2359.0,2BR/2BA,1011,102.0,4.32,0,,,,,,,,,,
T00353,U00454,Heather Levine,bryan90@example.org,(259)505-6165x565,2022-02-17,2023-02-17,1929.0,1929.0,Active,365,-1144,1,Expired,Standard (6-12mo),2094.0,2BR/2BA,1056,165.0,7.88,1,,,,,,,,,,
T00354,U00457,Matthew Watkins,meltondanny@example.org,6852076986,2023-09-02,2025-03-03,2090.0,2090.0,Active,548,-399,1,Expired,Long-Term (>12mo),2195.0,2BR/2BA,955,105.0,4.78,0,15.0,13.0,2.0,0.0,31350.0,30753.0,98.1,86.67,28.0,Medium Risk
T00355,U00458,Leah Odom,uhudson@example.net,671-735-7852,2022-11-10,2024-11-09,2079.0,2079.0,Active,730,-513,1,Expired,Long-Term (>12mo),2193.0,2BR/2BA,1112,114.0,5.2,1,12.0,11.0,1.0,0.0,24948.0,24820.0,99.49,91.67,15.0,Medium Risk
T00356,U00459,Christina Reid,pittmanamanda@example.com,604-396-3919x195,2022-11-19,2024-11-18,1839.0,1839.0,Active,730,-504,1,Expired,Long-Term (>12mo),2008.0,2BR/2BA,1141,169.0,8.42,1,12.0,12.0,0.0,0.0,22068.0,22068.0,100.0,100.0,0.0,Low Risk
T00357,U00460,Kiara Simmons,laura48@example.com,(485)936-6498x78208,2022-11-05,2023-11-05,2112.0,2112.0,Active,365,-883,1,Expired,Standard (6-12mo),2366.0,2BR/2BA,1011,254.0,10.74,1,,,,,,,,,,
T00358,U00461,Victor Harmon,oadams@example.net,+1-869-808-3572x324,2021-03-28,2022-09-27,2076.0,2076.0,Active,548,-1287,1,Expired,Long-Term (>12mo),2291.0,2BR/2BA,1147,215.0,9.38,1,,,,,,,,,,
T00359,U00462,Ronald Brown,meghanadams@example.com,+1-924-993-6312x3034,2021-01-08,2022-01-08,2096.0,2096.0,Active,365,-1549,1,Expired,Standard (6-12mo),2176.0,2BR/2BA,961,80.0,3.68,0,,,,,,,,,,
T00360,U00463,Jessica Lucas,harrisjoseph@example.org,348-820-7001x594,2023-08-14,2025-08-13,2121.0,2121.0,Notice to Vacate,730,-236,1,Expired,Long-Term (>12mo),2342.0,2BR/2BA,1149,221.0,9.44,1,15.0,14.0,1.0,0.0,31815.0,31042.0,97.57,93.33,14.0,Medium Risk
T00361,U00464,Megan Blackwell,uhahn@example.org,919.381.8984,2023-09-12,2024-09-11,2043.0,2043.0,Active,365,-572,1,Expired,Standard (6-12mo),2091.0,2BR/2BA,1111,48.0,2.3,0,10.0,9.0,0.0,1.0,20430.0,18387.0,90.0,90.0,36.0,High Risk
T00362,U00465,Bryan Roman,marisa63@example.com,221.923.4764,2023-02-09,2024-02-09,2216.0,2216.0,Active,365,-787,1,Expired,Standard (6-12mo),2388.0,2BR/2BA,1133,172.0,7.2,1,3.0,3.0,0.0,0.0,6648.0,6648.0,100.0,100.0,0.0,Low Risk
T00363,U00466,Melissa Rodriguez,pwells@example.com,(557)654-0900,2021-01-14,2022-01-14,1851.0,1851.0,Active,365,-1543,1,Expired,Standard (6-12mo),2101.0,2BR/2BA,1025,250.0,11.9,1,,,,,,,,,,
T00364,U00467,Ellen Mullen,rebecca18@example.org,760.864.4134x327,2023-01-03,2024-01-03,2335.0,2335.0,Active,365,-824,1,Expired,Standard (6-12mo),2467.0,2BR/2BA,1030,132.0,5.35,1,2.0,2.0,0.0,0.0,4670.0,4670.0,100.0,100.0,0.0,Low Risk
T00365,U00468,Denise Miller,aruiz@example.com,001-961-224-8156x985,2021-10-19,2022-10-19,2087.0,2087.0,Active,365,-1265,1,Expired,Standard (6-12mo),2237.0,2BR/2BA,1089,150.0,6.71,1,,,,,,,,,,
T00366,U00469,Margaret White,igibbs@example.org,(734)959-1123x8296,2024-04-14,2025-04-14,1928.0,1928.0,Active,365,-357,1,Expired,Standard (6-12mo),2178.0,2BR/2BA,1023,250.0,11.48,1,11.0,11.0,0.0,0.0,21208.0,21208.0,100.0,100.0,0.0,Low Risk
T00367,U00470,Nicholas Green,lauren31@example.com,(926)569-3008x931,2021-03-02,2022-03-02,1864.0,1864.0,Active,365,-1496,1,Expired,Standard (6-12mo),2062.0,2BR/2BA,1019,198.0,9.6,1,,,,,,,,,,
T00368,U00471,Samuel Williams,jburke@example.org,(529)610-8677x133,2021-12-23,2022-12-23,2339.0,2339.0,Active,365,-1200,1,Expired,Standard (6-12mo),2372.0,2BR/2BA,1052,33.0,1.39,0,,,,,,,,,,
T00369,U00472,Johnny Anderson,carolcarney@example.com,001-736-926-2044x3973,2021-12-23,2022-12-23,2207.0,2207.0,Active,365,-1200,1,Expired,Standard (6-12mo),2248.0,2BR/2BA,997,41.0,1.82,0,,,,,,,,,,
T00370,U00473,John Savage,tmcdaniel@example.com,001-769-241-1800x537,2022-05-19,2023-05-19,1927.0,1927.0,Active,365,-1053,1,Expired,Standard (6-12mo),2133.0,2BR/2BA,1082,206.0,9.66,1,,,,,,,,,,
T00371,U00475,Jonathan James,ilambert@example.net,4923428757,2021-12-27,2022-12-27,2138.0,2138.0,Active,365,-1196,1,Expired,Standard (6-12mo),2161.0,2BR/2BA,1025,23.0,1.06,0,,,,,,,,,,
T00372,U00477,Joseph Thomas,edwardstiffany@example.com,956-444-9485x625,2021-02-12,2022-02-12,2048.0,2048.0,Notice to Vacate,365,-1514,1,Expired,Standard (6-12mo),2213.0,2BR/2BA,1133,165.0,7.46,1,,,,,,,,,,
T00373,U00478,Tammy Fields,jbrown@example.org,920.274.2761,2021-08-16,2022-08-16,2207.0,2207.0,Active,365,-1329,1,Expired,Standard (6-12mo),2224.0,2BR/2BA,1039,17.0,0.76,0,,,,,,,,,,
T00374,U00479,William Hoffman,uvasquez@example.org,551-234-2284,2022-09-17,2024-03-18,2271.0,2271.0,Active,548,-749,1,Expired,Long-Term (>12mo),2499.0,2BR/2BA,1107,228.0,9.12,1,4.0,4.0,0.0,0.0,9084.0,9084.0,100.0,100.0,0.0,Low Risk
T00375,U00480,Laura Butler,sancheztyler@example.org,904-616-5915x20177,2023-02-02,2024-02-02,2320.0,2320.0,Active,365,-794,1,Expired,Standard (6-12mo),2336.0,2BR/2BA,969,16.0,0.68,0,3.0,2.0,1.0,0.0,6960.0,5922.0,85.09,66.67,30.0,Medium Risk
T00376,U00481,Abigail Booker,unguyen@example.net,001-823-304-5018,2023-06-08,2024-06-07,2147.0,2147.0,Active,365,-668,1,Expired,Standard (6-12mo),2401.0,2BR/2BA,1081,254.0,10.58,1,7.0,6.0,0.0,1.0,15029.0,12882.0,85.71,85.71,38.6,High Risk
T00377,U00482,Christopher Hanna,ndavis@example.org,(764)521-4764x9251,2021-09-25,2022-09-25,1870.0,1870.0,Notice to Vacate,365,-1289,1,Expired,Standard (6-12mo),2071.0,2BR/2BA,957,201.0,9.71,1,,,,,,,,,,
T00378,U00483,Stephen Alvarez MD,bdavis@example.com,+1-326-661-0857x327,2023-02-14,2024-02-14,1894.0,1894.0,Active,365,-782,1,Expired,Standard (6-12mo),2063.0,2BR/2BA,958,169.0,8.19,1,3.0,3.0,0.0,0.0,5682.0,5682.0,100.0,100.0,0.0,Low Risk
T00379,U00484,Bob Solis,edgar24@example.org,964.690.8108x18661,2023-05-30,2024-05-29,2170.0,2170.0,Active,365,-677,1,Expired,Standard (6-12mo),2191.0,2BR/2BA,1042,21.0,0.96,0,6.0,6.0,0.0,0.0,13020.0,13020.0,100.0,100.0,0.0,Low Risk
T00380,U00485,Kevin Mack,wilsondorothy@example.org,(960)616-4597,2024-04-17,2025-04-17,2041.0,2041.0,Active,365,-354,1,Expired,Standard (6-12mo),2077.0,2BR/2BA,1104,36.0,1.73,0,11.0,11.0,0.0,0.0,22451.0,22451.0,100.0,100.0,0.0,Low Risk
T00381,U00487,Thomas Patrick,jacobburgess@example.net,816-980-0610x277,2022-08-26,2023-08-26,2082.0,2082.0,Active,365,-954,1,Expired,Standard (6-12mo),2265.0,2BR/2BA,985,183.0,8.08,1,,,,,,,,,,
T00382,U00488,Robert Jensen,fballard@example.org,(403)510-3037,2021-04-20,2022-04-20,2106.0,2106.0,Active,365,-1447,1,Expired,Standard (6-12mo),2139.0,2BR/2BA,1116,33.0,1.54,0,,,,,,,,,,
T00383,U00489,Mark Tyler,christophercarrillo@example.org,560.612.2777x0793,2023-11-07,2025-11-06,2064.0,2064.0,Active,730,-151,1,Expired,Long-Term (>12mo),2093.0,2BR/2BA,1138,29.0,1.39,0,15.0,15.0,0.0,0.0,30960.0,30960.0,100.0,100.0,0.0,Low Risk
T00384,U00490,Sandra Williams,garciamelanie@example.com,(579)298-4076x78997,2022-03-05,2023-03-05,2006.0,2006.0,Notice to Vacate,365,-1128,1,Expired,Standard (6-12mo),2059.0,2BR/2BA,1093,53.0,2.57,0,,,,,,,,,,
T00385,U00491,Jennifer Stewart,adamsdeborah@example.com,579-957-6024,2021-05-13,2022-05-13,2351.0,2351.0,Notice to Vacate,365,-1424,1,Expired,Standard (6-12mo),2498.0,2BR/2BA,1004,147.0,5.88,1,,,,,,,,,,
T00386,U00492,David Robinson,sandra72@example.com,001-566-457-2934x1722,2023-11-09,2024-11-08,1937.0,1937.0,Notice to Vacate,365,-514,1,Expired,Standard (6-12mo),2061.0,2BR/2BA,1001,124.0,6.02,1,12.0,12.0,0.0,0.0,23244.0,23244.0,100.0,100.0,0.0,Low Risk
T00387,U00493,Ashlee Perry,ntorres@example.net,3057452280,2023-08-09,2024-08-08,2250.0,2250.0,Active,365,-606,1,Expired,Standard (6-12mo),2449.0,2BR/2BA,994,199.0,8.13,1,9.0,9.0,0.0,0.0,20250.0,20250.0,100.0,100.0,0.0,Low Risk
T00388,U00494,Luke Martinez,tomchaney@example.com,001-308-242-8910x77119,2023-02-05,2025-02-04,2393.0,2393.0,Active,730,-426,1,Expired,Long-Term (>12mo),2484.0,2BR/2BA,1124,91.0,3.66,0,15.0,13.0,2.0,0.0,35895.0,35281.0,98.29,86.67,28.0,Medium Risk
T00389,U00495,Carol Wilson,rhondamoore@example.com,001-878-271-2552x137,2023-10-11,2025-04-11,1854.0,1854.0,Active,548,-360,1,Expired,Long-Term (>12mo),2032.0,2BR/2BA,1131,178.0,8.76,1,15.0,14.0,1.0,0.0,27810.0,26986.0,97.04,93.33,14.0,Medium Risk
T00390,U00496,Robert Peterson,christopherwatson@example.com,(732)286-3266x678,2023-04-02,2025-04-01,2324.0,2324.0,Active,730,-370,1,Expired,Long-Term (>12mo),2426.0,2BR/2BA,1026,102.0,4.2,0,15.0,15.0,0.0,0.0,34860.0,34860.0,100.0,100.0,0.0,Low Risk
T00391,U00497,Randy Robbins,millerleroy@example.org,(706)202-9084x66845,2022-03-01,2023-03-01,2226.0,2226.0,Active,365,-1132,1,Expired,Standard (6-12mo),2254.0,2BR/2BA,1042,28.0,1.24,0,,,,,,,,,,
T00392,U00498,Stephanie Bishop,isabellagriffin@example.org,+1-299-775-6341,2023-07-15,2024-07-14,1964.0,1964.0,Active,365,-631,1,Expired,Standard (6-12mo),2118.0,2BR/2BA,985,154.0,7.27,1,8.0,7.0,0.0,1.0,15712.0,13748.0,87.5,87.5,37.5,High Risk
T00393,U00499,Nathan Hobbs,jason88@example.com,752.600.8943x46810,2022-09-19,2024-03-20,2247.0,2247.0,Notice to Vacate,548,-747,1,Expired,Long-Term (>12mo),2277.0,2BR/2BA,1042,30.0,1.32,0,4.0,4.0,0.0,0.0,8988.0,8988.0,100.0,100.0,0.0,Low Risk
T00394,U00500,Heather Williams,westashley@example.org,453.899.8935x449,2024-03-16,2025-03-16,2049.0,2049.0,Active,365,-386,1,Expired,Standard (6-12mo),2065.0,2BR/2BA,1091,16.0,0.77,0,12.0,11.0,0.0,1.0,24588.0,22539.0,91.67,91.67,35.0,High Risk
T00395,U00501,Danielle Murphy,mackenzieward@example.org,(566)911-0627,2023-02-06,2024-02-06,2080.0,2080.0,Notice to Vacate,365,-790,1,Expired,Standard (6-12mo),2199.0,2BR/2BA,1029,119.0,5.41,1,3.0,3.0,0.0,0.0,6240.0,6240.0,100.0,100.0,0.0,Low Risk
T00396,U00503,Michael Powell,lwiggins@example.com,+1-367-576-2282x7728,2021-10-03,2022-10-03,1888.0,1888.0,Active,365,-1281,1,Expired,Standard (6-12mo),2063.0,2BR/2BA,968,175.0,8.48,1,,,,,,,,,,
T00397,U00504,Andrew Moore,sandra19@example.com,715-694-0821,2023-11-29,2024-11-28,2027.0,2027.0,Active,365,-494,1,Expired,Standard (6-12mo),2233.0,2BR/2BA,1065,206.0,9.23,1,13.0,13.0,0.0,0.0,26351.0,26351.0,100.0,100.0,0.0,Low Risk
T00398,U00506,Elizabeth Tucker PhD,kristenfisher@example.com,632-970-1851x0679,2021-03-26,2022-09-25,2244.0,2244.0,Active,548,-1289,1,Expired,Long-Term (>12mo),2384.0,2BR/2BA,996,140.0,5.87,1,,,,,,,,,,
T00399,U00507,Rachael Alvarez,kathleenwagner@example.com,001-277-925-1996x63658,2022-11-20,2024-05-21,2293.0,2293.0,Active,548,-685,1,Expired,Long-Term (>12mo),2455.0,2BR/2BA,1078,162.0,6.6,1,6.0,6.0,0.0,0.0,13758.0,13758.0,100.0,100.0,0.0,Low Risk
T00400,U00508,Maria Cline,armstronglaura@example.net,981-281-3989x0983,2023-06-05,2024-12-04,1919.0,1919.0,Active,548,-488,1,Expired,Long-Term (>12mo),2077.0,2BR/2BA,1082,158.0,7.61,1,13.0,12.0,1.0,0.0,24947.0,24593.0,98.58,92.31,14.6,Medium Risk
T00401,U00509,Timothy White,hilljamie@example.net,001-971-289-5690,2023-10-16,2024-10-15,2252.0,2252.0,Active,365,-538,1,Expired,Standard (6-12mo),2467.0,2BR/2BA,1032,215.0,8.72,1,11.0,10.0,1.0,0.0,24772.0,24196.0,97.67,90.91,15.5,Medium Risk
T00402,U00510,Christopher Johnson,patrick11@example.org,+1-824-422-4124,2021-02-20,2022-02-20,2283.0,2283.0,Active,365,-1506,1,Expired,Standard (6-12mo),2447.0,2BR/2BA,1082,164.0,6.7,1,,,,,,,,,,
T00403,U00511,Tyrone White,evanscorey@example.org,(854)361-0339x93788,2022-06-28,2023-06-28,2140.0,2140.0,Active,365,-1013,1,Expired,Standard (6-12mo),2318.0,2BR/2BA,1000,178.0,7.68,1,,,,,,,,,,
T00404,U00516,Fernando Tran,washingtonrick@example.org,8489913824,2021-06-18,2022-06-18,2367.0,2367.0,Active,365,-1388,1,Expired,Standard (6-12mo),2413.0,2BR/2BA,960,46.0,1.91,0,,,,,,,,,,
T00405,U00517,Mark Harris,nathanielgalloway@example.org,+1-468-270-0794,2023-11-17,2025-11-16,2933.0,2933.0,Active,730,-141,1,Expired,Long-Term (>12mo),3064.0,3BR/2BA,1173,131.0,4.28,0,15.0,14.0,1.0,0.0,43995.0,43436.0,98.73,93.33,14.0,Medium Risk
T00406,U00520,Thomas Nelson,mary65@example.net,698.340.2891,2022-07-21,2023-07-21,2541.0,2541.0,Notice to Vacate,365,-990,1,Expired,Standard (6-12mo),2849.0,3BR/2BA,1298,308.0,10.81,1,,,,,,,,,,
T00407,U00521,Bryce Taylor,natalie39@example.net,254-974-3553x79502,2021-05-27,2022-05-27,2621.0,2621.0,Active,365,-1410,1,Expired,Standard (6-12mo),2963.0,3BR/2BA,1275,342.0,11.54,1,,,,,,,,,,
T00408,U00522,Adam Thompson,ifarmer@example.org,+1-318-907-1569x5620,2022-02-15,2023-02-15,2455.0,2455.0,Active,365,-1146,1,Expired,Standard (6-12mo),2717.0,3BR/2BA,1302,262.0,9.64,1,,,,,,,,,,
T00409,U00523,Corey Smith,changerin@example.net,(531)294-3375x047,2022-11-06,2023-11-06,2481.0,2481.0,Notice to Vacate,365,-882,1,Expired,Standard (6-12mo),2708.0,3BR/2BA,1230,227.0,8.38,1,,,,,,,,,,
T00410,U00524,Roberto Foster,ashley72@example.net,499.692.1921,2022-07-17,2023-07-17,2545.0,2545.0,Active,365,-994,1,Expired,Standard (6-12mo),2638.0,3BR/2BA,1254,93.0,3.53,0,,,,,,,,,,
T00411,U00525,Savannah Ibarra,james08@example.net,987-906-0566x418,2021-10-10,2023-10-10,2883.0,2883.0,Active,730,-909,1,Expired,Long-Term (>12mo),2914.0,3BR/2BA,1313,31.0,1.06,0,,,,,,,,,,
T00412,U00527,Peter Stephenson,brandonhull@example.net,550.563.5190x361,2021-01-18,2022-01-18,2397.0,2397.0,Active,365,-1539,1,Expired,Standard (6-12mo),2623.0,3BR/2BA,1204,226.0,8.62,1,,,,,,,,,,
T00413,U00528,Eric Garrett,johnsonryan@example.org,001-754-531-7350,2022-12-11,2024-06-11,2697.0,2697.0,Active,548,-664,1,Expired,Long-Term (>12mo),2715.0,3BR/2BA,1286,18.0,0.66,0,7.0,7.0,0.0,0.0,18879.0,18879.0,100.0,100.0,0.0,Low Risk
T00414,U00530,Patricia Harvey,garrettbeth@example.org,6068512070,2024-04-02,2025-04-02,2411.0,2411.0,Active,365,-369,1,Expired,Standard (6-12mo),2574.0,3BR/2BA,1364,163.0,6.33,1,11.0,9.0,1.0,1.0,26521.0,23878.0,90.03,81.82,50.9,High Risk
T00415,U00531,Michael Hansen,melissa61@example.net,001-263-999-0767x69915,2023-11-16,2024-11-15,2858.0,2858.0,Active,365,-507,1,Expired,Standard (6-12mo),2905.0,3BR/2BA,1445,47.0,1.62,0,12.0,10.0,0.0,2.0,34296.0,28580.0,83.33,83.33,70.0,Critical
T00416,U00532,Leah Rodriguez,larsoncarlos@example.org,001-428-545-6797,2022-04-12,2023-04-12,2994.0,2994.0,Notice to Vacate,365,-1090,1,Expired,Standard (6-12mo),3097.0,3BR/2BA,1405,103.0,3.33,0,,,,,,,,,,
T00417,U00533,Andrew Anderson,ppalmer@example.com,498-222-7495x4508,2022-03-06,2023-09-05,2495.0,2495.0,Active,548,-944,1,Expired,Long-Term (>12mo),2748.0,3BR/2BA,1307,253.0,9.21,1,,,,,,,,,,
T00418,U00534,Robert Hansen,hendersonjames@example.org,+1-631-853-7795x9959,2024-04-17,2026-04-17,2641.0,2641.0,Active,730,11,0,0-30 Days,Long-Term (>12mo),2720.0,3BR/2BA,1408,79.0,2.9,0,11.0,9.0,1.0,1.0,29051.0,26278.0,90.45,81.82,50.9,High Risk
T00419,U00535,Brian Walter,crawfordsamantha@example.net,537.893.3756,2023-08-03,2024-08-02,2581.0,2581.0,Active,365,-612,1,Expired,Standard (6-12mo),2647.0,3BR/2BA,1448,66.0,2.49,0,9.0,9.0,0.0,0.0,23229.0,23229.0,100.0,100.0,0.0,Low Risk
T00420,U00536,William Cox,howardangela@example.org,473-795-0033x4234,2022-10-04,2023-10-04,2625.0,2625.0,Notice to Vacate,365,-915,1,Expired,Standard (6-12mo),2818.0,3BR/2BA,1403,193.0,6.85,1,,,,,,,,,,
T00421,U00537,Danielle Gonzalez,meganlozano@example.org,+1-826-315-3473x55289,2023-05-06,2024-05-05,2589.0,2589.0,Active,365,-701,1,Expired,Standard (6-12mo),2776.0,3BR/2BA,1296,187.0,6.74,1,6.0,6.0,0.0,0.0,15534.0,15534.0,100.0,100.0,0.0,Low Risk
T00422,U00538,Stephen Anderson,jamesgray@example.com,696-430-9938x42530,2024-02-18,2025-02-17,2792.0,2792.0,Active,365,-413,1,Expired,Standard (6-12mo),3018.0,3BR/2BA,1218,226.0,7.49,1,13.0,12.0,1.0,0.0,36296.0,35730.0,98.44,92.31,14.6,Medium Risk
T00423,U00539,Tracy Blackwell,jessicamueller@example.net,+1-712-986-8578x725,2024-03-28,2025-03-28,2435.0,2435.0,Active,365,-374,1,Expired,Standard (6-12mo),2656.0,3BR/2BA,1356,221.0,8.32,1,12.0,10.0,1.0,1.0,29220.0,26694.0,91.36,83.33,50.0,High Risk
T00424,U00541,Kathleen Adams,ylittle@example.net,+1-403-733-7363x4669,2021-01-20,2022-07-22,2395.0,2395.0,Notice to Vacate,548,-1354,1,Expired,Long-Term (>12mo),2451.0,3BR/2BA,1297,56.0,2.28,0,,,,,,,,,,
T00425,U00543,Bradley Walton,sean53@example.net,8787956776,2022-12-28,2023-12-28,2259.0,2259.0,Active,365,-830,1,Expired,Standard (6-12mo),2490.0,3BR/2BA,1210,231.0,9.28,1,1.0,1.0,0.0,0.0,2259.0,2259.0,100.0,100.0,0.0,Low Risk
T00426,U00546,Emily Reyes,scottbaker@example.org,(714)288-8143x111,2023-05-22,2024-11-20,2605.0,2605.0,Active,548,-502,1,Expired,Long-Term (>12mo),2681.0,3BR/2BA,1410,76.0,2.83,0,12.0,12.0,0.0,0.0,31260.0,31260.0,100.0,100.0,0.0,Low Risk
T00427,U00547,Felicia Leonard,kevin43@example.net,+1-928-440-4456x690,2024-01-07,2025-01-06,2294.0,2294.0,Notice to Vacate,365,-455,1,Expired,Standard (6-12mo),2496.0,3BR/2BA,1169,202.0,8.09,1,13.0,13.0,0.0,0.0,29822.0,29822.0,100.0,100.0,0.0,Low Risk
T00428,U00549,Crystal Cummings,thomasblack@example.net,001-777-451-5366x37780,2021-02-17,2023-02-17,2562.0,2562.0,Active,730,-1144,1,Expired,Long-Term (>12mo),2630.0,3BR/2BA,1221,68.0,2.59,0,,,,,,,,,,
T00429,U00550,Bethany Harding,porterdonna@example.com,736-866-8459x09022,2021-10-12,2022-10-12,2668.0,2668.0,Active,365,-1272,1,Expired,Standard (6-12mo),2675.0,3BR/2BA,1233,7.0,0.26,0,,,,,,,,,,
T00430,U00552,Christina Myers,glopez@example.com,001-974-212-1820,2022-11-08,2024-11-07,2767.0,2767.0,Notice to Vacate,730,-515,1,Expired,Long-Term (>12mo),2896.0,3BR/2BA,1400,129.0,4.45,0,12.0,11.0,0.0,1.0,33204.0,30437.0,91.67,91.67,35.0,High Risk
T00431,U00553,Benjamin Mccarty,jamie48@example.org,805.980.2566x212,2024-05-19,2026-05-19,2522.0,2522.0,Active,730,43,0,31-60 Days,Long-Term (>12mo),2658.0,3BR/2BA,1158,136.0,5.12,1,10.0,9.0,1.0,0.0,25220.0,24479.0,97.06,90.0,16.0,Medium Risk
T00432,U00554,Jasmine Berger,davidharris@example.com,001-272-499-4938x743,2023-03-12,2024-09-10,2541.0,2541.0,Active,548,-573,1,Expired,Long-Term (>12mo),2809.0,3BR/2BA,1363,268.0,9.54,1,10.0,9.0,1.0,0.0,25410.0,25248.0,99.36,90.0,16.0,Medium Risk
T00433,U00558,Roger Jacobs,aliciakent@example.com,879.501.4754x692,2023-03-12,2024-03-11,2363.0,2363.0,Active,365,-756,1,Expired,Standard (6-12mo),2503.0,3BR/2BA,1344,140.0,5.59,1,4.0,3.0,1.0,0.0,9452.0,8334.0,88.17,75.0,25.0,Medium Risk
T00434,U00559,Luke Reynolds,lbartlett@example.net,001-316-503-2484,2022-01-21,2023-07-23,2501.0,2501.0,Active,548,-988,1,Expired,Long-Term (>12mo),2801.0,3BR/2BA,1166,300.0,10.71,1,,,,,,,,,,
T00435,U00560,Jennifer Gill,carneycharles@example.org,756.872.4380x70176,2024-03-12,2025-09-11,2308.0,2308.0,Active,548,-207,1,Expired,Long-Term (>12mo),2413.0,3BR/2BA,1247,105.0,4.35,0,12.0,12.0,0.0,0.0,27696.0,27696.0,100.0,100.0,0.0,Low Risk
T00436,U00561,Jennifer Smith,fletcherderek@example.net,001-477-271-1837x2742,2022-09-16,2023-09-16,2422.0,2422.0,Active,365,-933,1,Expired,Standard (6-12mo),2689.0,3BR/2BA,1227,267.0,9.93,1,,,,,,,,,,
T00437,U00562,Cassandra Martinez,qjackson@example.org,+1-842-675-2308x37081,2024-02-07,2025-02-06,2600.0,2600.0,Active,365,-424,1,Expired,Standard (6-12mo),2942.0,3BR/2BA,1406,342.0,11.62,1,13.0,11.0,1.0,1.0,33800.0,31030.0,91.8,84.62,49.2,High Risk
T00438,U00563,Kyle Williams,pwang@example.com,331.506.0053,2024-05-20,2025-11-19,2440.0,2440.0,Active,548,-138,1,Expired,Long-Term (>12mo),2763.0,3BR/2BA,1220,323.0,11.69,1,10.0,9.0,0.0,1.0,24400.0,21960.0,90.0,90.0,36.0,High Risk
T00439,U00564,Anne Conley,jenniferwilliams@example.net,855-383-9386,2022-02-12,2023-02-12,2739.0,2739.0,Active,365,-1149,1,Expired,Standard (6-12mo),2768.0,3BR/2BA,1394,29.0,1.05,0,,,,,,,,,,
T00440,U00566,Brian Morris,moralesleslie@example.com,573.814.9501,2023-03-02,2024-03-01,2599.0,2599.0,Active,365,-766,1,Expired,Standard (6-12mo),2873.0,3BR/2BA,1331,274.0,9.54,1,4.0,4.0,0.0,0.0,10396.0,10396.0,100.0,100.0,0.0,Low Risk
